"Notes"	"Occurrence County"	"Occurrence County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Upshur County, WV"	"54097"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Upshur County, WV"	"54097"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Upshur County, WV"	"54097"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Wayne County, WV"	"54099"	"2018"	"2018"	24	Not Applicable	Not Applicable
	"Wayne County, WV"	"54099"	"2019"	"2019"	24	Not Applicable	Not Applicable
	"Wayne County, WV"	"54099"	"2020"	"2020"	35	Not Applicable	Not Applicable
	"Wayne County, WV"	"54099"	"2021"	"2021"	34	Not Applicable	Not Applicable
	"Wayne County, WV"	"54099"	"2022 (provisional)"	"2022"	23	Not Applicable	Not Applicable
	"Wayne County, WV"	"54099"	"2023 (provisional and partial)"	"2023"	11	Not Applicable	Not Applicable
	"Webster County, WV"	"54101"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"Webster County, WV"	"54101"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Webster County, WV"	"54101"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Webster County, WV"	"54101"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Webster County, WV"	"54101"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Webster County, WV"	"54101"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Wetzel County, WV"	"54103"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Wetzel County, WV"	"54103"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Wetzel County, WV"	"54103"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Wetzel County, WV"	"54103"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Wetzel County, WV"	"54103"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Wetzel County, WV"	"54103"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Wirt County, WV"	"54105"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Wirt County, WV"	"54105"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Wirt County, WV"	"54105"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Wirt County, WV"	"54105"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Wirt County, WV"	"54105"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Wirt County, WV"	"54105"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Wood County, WV"	"54107"	"2018"	"2018"	34	Not Applicable	Not Applicable
	"Wood County, WV"	"54107"	"2019"	"2019"	42	Not Applicable	Not Applicable
	"Wood County, WV"	"54107"	"2020"	"2020"	34	Not Applicable	Not Applicable
	"Wood County, WV"	"54107"	"2021"	"2021"	67	Not Applicable	Not Applicable
	"Wood County, WV"	"54107"	"2022 (provisional)"	"2022"	46	Not Applicable	Not Applicable
	"Wood County, WV"	"54107"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Wyoming County, WV"	"54109"	"2018"	"2018"	11	Not Applicable	Not Applicable
	"Wyoming County, WV"	"54109"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Wyoming County, WV"	"54109"	"2020"	"2020"	19	Not Applicable	Not Applicable
	"Wyoming County, WV"	"54109"	"2021"	"2021"	20	Not Applicable	Not Applicable
	"Wyoming County, WV"	"54109"	"2022 (provisional)"	"2022"	23	Not Applicable	Not Applicable
	"Wyoming County, WV"	"54109"	"2023 (provisional and partial)"	"2023"	10	Not Applicable	Not Applicable
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"Occurrence States: West Virginia (54)"
"UCD - Drug/Alcohol Induced Causes: Drug-induced causes"
"Group By: Occurrence County; Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Oct 20, 2023 6:36:25 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2021,"
"and from provisional data for years 2022-2023, as compiled from data provided by the 57 vital statistics jurisdictions through"
"the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Oct 20, 2023 6:36:25"
"AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when location of Death's Occurrence, Autopsy, Place of Death, Weekday or"
"Month are grouped by or limited, due to lack of a valid population. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#NotApplicableRates."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Unreliable."
"4. Deaths occurring through October 07, 2023 as of October 15, 2023."
