"Notes"	"Occurrence County"	"Occurrence County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"King and Queen County, VA"	"51097"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"King George County, VA"	"51099"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"King George County, VA"	"51099"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"King George County, VA"	"51099"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"King George County, VA"	"51099"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"King George County, VA"	"51099"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"King George County, VA"	"51099"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"King William County, VA"	"51101"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"King William County, VA"	"51101"	"2019"	"2019"	0	Not Applicable	Not Applicable
	"King William County, VA"	"51101"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"King William County, VA"	"51101"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"King William County, VA"	"51101"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"King William County, VA"	"51101"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Lancaster County, VA"	"51103"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Lancaster County, VA"	"51103"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Lancaster County, VA"	"51103"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Lancaster County, VA"	"51103"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Lancaster County, VA"	"51103"	"2022 (provisional)"	"2022"	0	Not Applicable	Not Applicable
	"Lancaster County, VA"	"51103"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Lee County, VA"	"51105"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Lee County, VA"	"51105"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Lee County, VA"	"51105"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Lee County, VA"	"51105"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Lee County, VA"	"51105"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Lee County, VA"	"51105"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Loudoun County, VA"	"51107"	"2018"	"2018"	27	Not Applicable	Not Applicable
	"Loudoun County, VA"	"51107"	"2019"	"2019"	25	Not Applicable	Not Applicable
	"Loudoun County, VA"	"51107"	"2020"	"2020"	33	Not Applicable	Not Applicable
	"Loudoun County, VA"	"51107"	"2021"	"2021"	33	Not Applicable	Not Applicable
	"Loudoun County, VA"	"51107"	"2022 (provisional)"	"2022"	25	Not Applicable	Not Applicable
	"Loudoun County, VA"	"51107"	"2023 (provisional and partial)"	"2023"	11	Not Applicable	Not Applicable
	"Louisa County, VA"	"51109"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Louisa County, VA"	"51109"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Louisa County, VA"	"51109"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Louisa County, VA"	"51109"	"2021"	"2021"	14	Not Applicable	Not Applicable
	"Louisa County, VA"	"51109"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Louisa County, VA"	"51109"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Lunenburg County, VA"	"51111"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Lunenburg County, VA"	"51111"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Lunenburg County, VA"	"51111"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Lunenburg County, VA"	"51111"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Lunenburg County, VA"	"51111"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Lunenburg County, VA"	"51111"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Madison County, VA"	"51113"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Madison County, VA"	"51113"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Madison County, VA"	"51113"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Madison County, VA"	"51113"	"2021"	"2021"	0	Not Applicable	Not Applicable
	"Madison County, VA"	"51113"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Madison County, VA"	"51113"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Mathews County, VA"	"51115"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Mathews County, VA"	"51115"	"2019"	"2019"	0	Not Applicable	Not Applicable
	"Mathews County, VA"	"51115"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Mathews County, VA"	"51115"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Mathews County, VA"	"51115"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Mathews County, VA"	"51115"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Mecklenburg County, VA"	"51117"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Mecklenburg County, VA"	"51117"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Mecklenburg County, VA"	"51117"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Mecklenburg County, VA"	"51117"	"2021"	"2021"	12	Not Applicable	Not Applicable
	"Mecklenburg County, VA"	"51117"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Mecklenburg County, VA"	"51117"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Middlesex County, VA"	"51119"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Middlesex County, VA"	"51119"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Middlesex County, VA"	"51119"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Middlesex County, VA"	"51119"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Middlesex County, VA"	"51119"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Middlesex County, VA"	"51119"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Montgomery County, VA"	"51121"	"2018"	"2018"	10	Not Applicable	Not Applicable
	"Montgomery County, VA"	"51121"	"2019"	"2019"	10	Not Applicable	Not Applicable
	"Montgomery County, VA"	"51121"	"2020"	"2020"	14	Not Applicable	Not Applicable
	"Montgomery County, VA"	"51121"	"2021"	"2021"	15	Not Applicable	Not Applicable
	"Montgomery County, VA"	"51121"	"2022 (provisional)"	"2022"	18	Not Applicable	Not Applicable
	"Montgomery County, VA"	"51121"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Nelson County, VA"	"51125"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Nelson County, VA"	"51125"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Nelson County, VA"	"51125"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Nelson County, VA"	"51125"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Nelson County, VA"	"51125"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Nelson County, VA"	"51125"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"New Kent County, VA"	"51127"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"New Kent County, VA"	"51127"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"New Kent County, VA"	"51127"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"New Kent County, VA"	"51127"	"2021"	"2021"	10	Not Applicable	Not Applicable
	"New Kent County, VA"	"51127"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"New Kent County, VA"	"51127"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Northampton County, VA"	"51131"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"Northampton County, VA"	"51131"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Northampton County, VA"	"51131"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Northampton County, VA"	"51131"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Northampton County, VA"	"51131"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Northampton County, VA"	"51131"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Northumberland County, VA"	"51133"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Northumberland County, VA"	"51133"	"2019"	"2019"	0	Not Applicable	Not Applicable
	"Northumberland County, VA"	"51133"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Northumberland County, VA"	"51133"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Northumberland County, VA"	"51133"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Northumberland County, VA"	"51133"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Nottoway County, VA"	"51135"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Nottoway County, VA"	"51135"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Nottoway County, VA"	"51135"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Nottoway County, VA"	"51135"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Nottoway County, VA"	"51135"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Nottoway County, VA"	"51135"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Orange County, VA"	"51137"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Orange County, VA"	"51137"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Orange County, VA"	"51137"	"2020"	"2020"	10	Not Applicable	Not Applicable
	"Orange County, VA"	"51137"	"2021"	"2021"	13	Not Applicable	Not Applicable
	"Orange County, VA"	"51137"	"2022 (provisional)"	"2022"	13	Not Applicable	Not Applicable
	"Orange County, VA"	"51137"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Page County, VA"	"51139"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Page County, VA"	"51139"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Page County, VA"	"51139"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Page County, VA"	"51139"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Page County, VA"	"51139"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Page County, VA"	"51139"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Patrick County, VA"	"51141"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Patrick County, VA"	"51141"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Patrick County, VA"	"51141"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Patrick County, VA"	"51141"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Patrick County, VA"	"51141"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Patrick County, VA"	"51141"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Pittsylvania County, VA"	"51143"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Pittsylvania County, VA"	"51143"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Pittsylvania County, VA"	"51143"	"2020"	"2020"	16	Not Applicable	Not Applicable
	"Pittsylvania County, VA"	"51143"	"2021"	"2021"	11	Not Applicable	Not Applicable
	"Pittsylvania County, VA"	"51143"	"2022 (provisional)"	"2022"	14	Not Applicable	Not Applicable
	"Pittsylvania County, VA"	"51143"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Powhatan County, VA"	"51145"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Powhatan County, VA"	"51145"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Powhatan County, VA"	"51145"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Powhatan County, VA"	"51145"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Powhatan County, VA"	"51145"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Powhatan County, VA"	"51145"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Prince Edward County, VA"	"51147"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Prince Edward County, VA"	"51147"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Prince Edward County, VA"	"51147"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Prince Edward County, VA"	"51147"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Prince Edward County, VA"	"51147"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Prince Edward County, VA"	"51147"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Prince George County, VA"	"51149"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Prince George County, VA"	"51149"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Prince George County, VA"	"51149"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Prince George County, VA"	"51149"	"2021"	"2021"	14	Not Applicable	Not Applicable
	"Prince George County, VA"	"51149"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Prince George County, VA"	"51149"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Prince William County, VA"	"51153"	"2018"	"2018"	55	Not Applicable	Not Applicable
	"Prince William County, VA"	"51153"	"2019"	"2019"	60	Not Applicable	Not Applicable
	"Prince William County, VA"	"51153"	"2020"	"2020"	92	Not Applicable	Not Applicable
	"Prince William County, VA"	"51153"	"2021"	"2021"	88	Not Applicable	Not Applicable
	"Prince William County, VA"	"51153"	"2022 (provisional)"	"2022"	80	Not Applicable	Not Applicable
	"Prince William County, VA"	"51153"	"2023 (provisional and partial)"	"2023"	15	Not Applicable	Not Applicable
	"Pulaski County, VA"	"51155"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Pulaski County, VA"	"51155"	"2019"	"2019"	13	Not Applicable	Not Applicable
	"Pulaski County, VA"	"51155"	"2020"	"2020"	11	Not Applicable	Not Applicable
	"Pulaski County, VA"	"51155"	"2021"	"2021"	17	Not Applicable	Not Applicable
	"Pulaski County, VA"	"51155"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Pulaski County, VA"	"51155"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Rappahannock County, VA"	"51157"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"Rappahannock County, VA"	"51157"	"2019"	"2019"	0	Not Applicable	Not Applicable
	"Rappahannock County, VA"	"51157"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Rappahannock County, VA"	"51157"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Rappahannock County, VA"	"51157"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Rappahannock County, VA"	"51157"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Richmond County, VA"	"51159"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"Richmond County, VA"	"51159"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Richmond County, VA"	"51159"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Richmond County, VA"	"51159"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Richmond County, VA"	"51159"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Richmond County, VA"	"51159"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Roanoke County, VA"	"51161"	"2018"	"2018"	15	Not Applicable	Not Applicable
	"Roanoke County, VA"	"51161"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Roanoke County, VA"	"51161"	"2020"	"2020"	16	Not Applicable	Not Applicable
	"Roanoke County, VA"	"51161"	"2021"	"2021"	22	Not Applicable	Not Applicable
	"Roanoke County, VA"	"51161"	"2022 (provisional)"	"2022"	16	Not Applicable	Not Applicable
	"Roanoke County, VA"	"51161"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Rockbridge County, VA"	"51163"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Rockbridge County, VA"	"51163"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Rockbridge County, VA"	"51163"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Rockbridge County, VA"	"51163"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Rockbridge County, VA"	"51163"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Rockbridge County, VA"	"51163"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Rockingham County, VA"	"51165"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Rockingham County, VA"	"51165"	"2019"	"2019"	11	Not Applicable	Not Applicable
	"Rockingham County, VA"	"51165"	"2020"	"2020"	10	Not Applicable	Not Applicable
	"Rockingham County, VA"	"51165"	"2021"	"2021"	10	Not Applicable	Not Applicable
	"Rockingham County, VA"	"51165"	"2022 (provisional)"	"2022"	10	Not Applicable	Not Applicable
	"Rockingham County, VA"	"51165"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Russell County, VA"	"51167"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Russell County, VA"	"51167"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Russell County, VA"	"51167"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Russell County, VA"	"51167"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Russell County, VA"	"51167"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Russell County, VA"	"51167"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Scott County, VA"	"51169"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Scott County, VA"	"51169"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Scott County, VA"	"51169"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Scott County, VA"	"51169"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Scott County, VA"	"51169"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Scott County, VA"	"51169"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Shenandoah County, VA"	"51171"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Shenandoah County, VA"	"51171"	"2019"	"2019"	12	Not Applicable	Not Applicable
	"Shenandoah County, VA"	"51171"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Shenandoah County, VA"	"51171"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Shenandoah County, VA"	"51171"	"2022 (provisional)"	"2022"	10	Not Applicable	Not Applicable
	"Shenandoah County, VA"	"51171"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Smyth County, VA"	"51173"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Smyth County, VA"	"51173"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Smyth County, VA"	"51173"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Smyth County, VA"	"51173"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Smyth County, VA"	"51173"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Smyth County, VA"	"51173"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Southampton County, VA"	"51175"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Southampton County, VA"	"51175"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Southampton County, VA"	"51175"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Southampton County, VA"	"51175"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Southampton County, VA"	"51175"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Southampton County, VA"	"51175"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Spotsylvania County, VA"	"51177"	"2018"	"2018"	34	Not Applicable	Not Applicable
	"Spotsylvania County, VA"	"51177"	"2019"	"2019"	38	Not Applicable	Not Applicable
	"Spotsylvania County, VA"	"51177"	"2020"	"2020"	51	Not Applicable	Not Applicable
	"Spotsylvania County, VA"	"51177"	"2021"	"2021"	48	Not Applicable	Not Applicable
	"Spotsylvania County, VA"	"51177"	"2022 (provisional)"	"2022"	57	Not Applicable	Not Applicable
	"Spotsylvania County, VA"	"51177"	"2023 (provisional and partial)"	"2023"	12	Not Applicable	Not Applicable
	"Stafford County, VA"	"51179"	"2018"	"2018"	22	Not Applicable	Not Applicable
	"Stafford County, VA"	"51179"	"2019"	"2019"	26	Not Applicable	Not Applicable
	"Stafford County, VA"	"51179"	"2020"	"2020"	31	Not Applicable	Not Applicable
	"Stafford County, VA"	"51179"	"2021"	"2021"	31	Not Applicable	Not Applicable
	"Stafford County, VA"	"51179"	"2022 (provisional)"	"2022"	30	Not Applicable	Not Applicable
	"Stafford County, VA"	"51179"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Surry County, VA"	"51181"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"Surry County, VA"	"51181"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Surry County, VA"	"51181"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Surry County, VA"	"51181"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Surry County, VA"	"51181"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Surry County, VA"	"51181"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Sussex County, VA"	"51183"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Sussex County, VA"	"51183"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Sussex County, VA"	"51183"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Sussex County, VA"	"51183"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Sussex County, VA"	"51183"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Sussex County, VA"	"51183"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Tazewell County, VA"	"51185"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Tazewell County, VA"	"51185"	"2019"	"2019"	14	Not Applicable	Not Applicable
	"Tazewell County, VA"	"51185"	"2020"	"2020"	23	Not Applicable	Not Applicable
	"Tazewell County, VA"	"51185"	"2021"	"2021"	27	Not Applicable	Not Applicable
	"Tazewell County, VA"	"51185"	"2022 (provisional)"	"2022"	15	Not Applicable	Not Applicable
	"Tazewell County, VA"	"51185"	"2023 (provisional and partial)"	"2023"	12	Not Applicable	Not Applicable
	"Warren County, VA"	"51187"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Warren County, VA"	"51187"	"2019"	"2019"	13	Not Applicable	Not Applicable
	"Warren County, VA"	"51187"	"2020"	"2020"	24	Not Applicable	Not Applicable
	"Warren County, VA"	"51187"	"2021"	"2021"	18	Not Applicable	Not Applicable
	"Warren County, VA"	"51187"	"2022 (provisional)"	"2022"	17	Not Applicable	Not Applicable
	"Warren County, VA"	"51187"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Washington County, VA"	"51191"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Washington County, VA"	"51191"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Washington County, VA"	"51191"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Washington County, VA"	"51191"	"2021"	"2021"	16	Not Applicable	Not Applicable
	"Washington County, VA"	"51191"	"2022 (provisional)"	"2022"	18	Not Applicable	Not Applicable
	"Washington County, VA"	"51191"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Westmoreland County, VA"	"51193"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Westmoreland County, VA"	"51193"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Westmoreland County, VA"	"51193"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Westmoreland County, VA"	"51193"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Westmoreland County, VA"	"51193"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Westmoreland County, VA"	"51193"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Wise County, VA"	"51195"	"2018"	"2018"	11	Not Applicable	Not Applicable
	"Wise County, VA"	"51195"	"2019"	"2019"	10	Not Applicable	Not Applicable
	"Wise County, VA"	"51195"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Wise County, VA"	"51195"	"2021"	"2021"	19	Not Applicable	Not Applicable
	"Wise County, VA"	"51195"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Wise County, VA"	"51195"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Wythe County, VA"	"51197"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Wythe County, VA"	"51197"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Wythe County, VA"	"51197"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Wythe County, VA"	"51197"	"2021"	"2021"	10	Not Applicable	Not Applicable
	"Wythe County, VA"	"51197"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Wythe County, VA"	"51197"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"York County, VA"	"51199"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"York County, VA"	"51199"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"York County, VA"	"51199"	"2020"	"2020"	15	Not Applicable	Not Applicable
	"York County, VA"	"51199"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"York County, VA"	"51199"	"2022 (provisional)"	"2022"	11	Not Applicable	Not Applicable
	"York County, VA"	"51199"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Alexandria city, VA"	"51510"	"2018"	"2018"	12	Not Applicable	Not Applicable
	"Alexandria city, VA"	"51510"	"2019"	"2019"	24	Not Applicable	Not Applicable
	"Alexandria city, VA"	"51510"	"2020"	"2020"	22	Not Applicable	Not Applicable
	"Alexandria city, VA"	"51510"	"2021"	"2021"	25	Not Applicable	Not Applicable
