State,County,County Code,Year,Year Code,Deaths,Population,Crude Rate
MD,"Howard County, MD",24027,2019,2019,46,325690,14.1
MD,"Howard County, MD",24027,2020,2020,59,328200,18
MD,"Howard County, MD",24027,2021,2021,40,334529,12
MD,"Kent County, MD",24029,2018,2018,Suppressed,19383,Suppressed
MD,"Kent County, MD",24029,2019,2019,Suppressed,19422,Suppressed
MD,"Kent County, MD",24029,2020,2020,Suppressed,19192,Suppressed
MD,"Kent County, MD",24029,2021,2021,Suppressed,19270,Suppressed
MD,"Montgomery County, MD",24031,2018,2018,103,1052567,9.8
MD,"Montgomery County, MD",24031,2019,2019,145,1050688,13.8
MD,"Montgomery County, MD",24031,2020,2020,149,1051816,14.2
MD,"Montgomery County, MD",24031,2021,2021,164,1054827,15.5
MD,"Prince George's County, MD",24033,2018,2018,143,909308,15.7
MD,"Prince George's County, MD",24033,2019,2019,168,909327,18.5
MD,"Prince George's County, MD",24033,2020,2020,227,909612,25
MD,"Prince George's County, MD",24033,2021,2021,213,955306,22.3
MD,"Queen Anne's County, MD",24035,2018,2018,22,50251,43.8
MD,"Queen Anne's County, MD",24035,2019,2019,18,50381,Unreliable
MD,"Queen Anne's County, MD",24035,2020,2020,22,51167,43
MD,"Queen Anne's County, MD",24035,2021,2021,23,50798,45.3
MD,"St. Mary's County, MD",24037,2018,2018,32,112664,28.4
MD,"St. Mary's County, MD",24037,2019,2019,33,113510,29.1
MD,"St. Mary's County, MD",24037,2020,2020,36,114687,31.4
MD,"St. Mary's County, MD",24037,2021,2021,47,114468,41.1
MD,"Somerset County, MD",24039,2018,2018,10,25675,Unreliable
MD,"Somerset County, MD",24039,2019,2019,Suppressed,25616,Suppressed
MD,"Somerset County, MD",24039,2020,2020,18,25453,Unreliable
MD,"Somerset County, MD",24039,2021,2021,12,24584,Unreliable
MD,"Talbot County, MD",24041,2018,2018,12,36968,Unreliable
MD,"Talbot County, MD",24041,2019,2019,10,37181,Unreliable
MD,"Talbot County, MD",24041,2020,2020,18,36972,Unreliable
MD,"Talbot County, MD",24041,2021,2021,17,37626,Unreliable
MD,"Washington County, MD",24043,2018,2018,89,150926,59
MD,"Washington County, MD",24043,2019,2019,88,151049,58.3
MD,"Washington County, MD",24043,2020,2020,104,151146,68.8
MD,"Washington County, MD",24043,2021,2021,102,154937,65.8
MD,"Wicomico County, MD",24045,2018,2018,35,103195,33.9
MD,"Wicomico County, MD",24045,2019,2019,34,103609,32.8
MD,"Wicomico County, MD",24045,2020,2020,46,103990,44.2
MD,"Wicomico County, MD",24045,2021,2021,41,103980,39.4
MD,"Worcester County, MD",24047,2018,2018,18,51823,Unreliable
MD,"Worcester County, MD",24047,2019,2019,15,52276,Unreliable
MD,"Worcester County, MD",24047,2020,2020,20,52403,38.2
MD,"Worcester County, MD",24047,2021,2021,21,53132,39.5
MD,"Baltimore city, MD",24510,2018,2018,691,602495,114.7
MD,"Baltimore city, MD",24510,2019,2019,731,593490,123.2
MD,"Baltimore city, MD",24510,2020,2020,849,586131,144.8
MD,"Baltimore city, MD",24510,2021,2021,893,576498,154.9
DC,"District of Columbia, DC",11001,2018,2018,266,702455,37.9
DC,"District of Columbia, DC",11001,2019,2019,319,705749,45.2
DC,"District of Columbia, DC",11001,2020,2020,432,712816,60.6
DC,"District of Columbia, DC",11001,2021,2021,463,670050,69.1
